"Código","Nome Município","Hep C Novo 1999-2007","Hep C Novo 2008","Hep C Novo 2009","Hep C Novo 2010","Hep C Novo 2011","Hep C Novo 2012","Hep C Novo 2013","Hep C Novo 2014","Hep C Novo 2015","Hep C Novo 2016","Hep C Novo 2017","Hep C Novo 2018","Hep C Novo 2019","Hep C Novo 2020","Tx Det Hep C Novo 2008","Tx Det Hep C Novo 2009","Tx Det Hep C Novo 2010","Tx Det Hep C Novo 2011","Tx Det Hep C Novo 2012","Tx Det Hep C Novo 2013","Tx Det Hep C Novo 2014","Tx Det Hep C Novo 2015","Tx Det Hep C Novo 2016","Tx Det Hep C Novo 2017","Tx Det Hep C Novo 2018","Tx Det Hep C Novo 2019","Tx Det Hep C Novo 2020","Hep C M Total","Hep C M 1999-2007","Hep C M 2008","Hep C M 2009","Hep C M 2010","Hep C M 2011","Hep C M 2012","Hep C M 2013","Hep C M 2014","Hep C M 2015","Hep C M 2016","Hep C M 2017","Hep C M 2018","Hep C M 2019","Hep C M 2020","Tx Det M Hep C M 2008","Tx Det M Hep C M 2009","Tx Det M Hep C M 2010","Tx Det M Hep C M 2011","Tx Det M Hep C M 2012","Tx Det M Hep C M 2013","Tx Det M Hep C M 2014","Tx Det M Hep C M 2015","Tx Det M Hep C M 2016","Tx Det M Hep C M 2017","Tx Det M Hep C M 2018","Tx Det M Hep C M 2019","Tx Det M Hep C M 2020","Hep C F Total","Hep C F 1999-2007","Hep C F 2008","Hep C F 2009","Hep C F 2010","Hep C F 2011","Hep C F 2012","Hep C F 2013","Hep C F 2014","Hep C F 2015","Hep C F 2016","Hep C F 2017","Hep C F 2018","Hep C F 2019","Hep C F 2020","Tx Det F Hep C F 2008","Tx Det F Hep C F 2009","Tx Det F Hep C F 2010","Tx Det F Hep C F 2011","Tx Det F Hep C F 2012","Tx Det F Hep C F 2013","Tx Det F Hep C F 2014","Tx Det F Hep C F 2015","Tx Det F Hep C F 2016","Tx Det F Hep C F 2017","Tx Det F Hep C F 2018","Tx Det F Hep C F 2019","Tx Det F Hep C F 2020","Óbitos C Total","Óbitos C 2000-2007","Óbitos C 2008","Óbitos C 2009","Óbitos C 2010","Óbitos C 2011","Óbitos C 2012","Óbitos C 2013","Óbitos C 2014","Óbitos C 2015","Óbitos C 2016","Óbitos C 2017","Óbitos C 2018","Óbitos C 2019"
110001,"Alta Floresta D'Oeste",1,0,0,0,0,2,2,1,0,1,0,3,3,0,0,0,0,0,8.30944368274544,8.23282427036595,4.155239757334,0,4.23477598035064,0,12.9494539646912,13.0747439529309,0,5,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,8.00897004645203,7.96051584142653,0,0,0,0,8.41042893187553,17.0125893160939,0,5,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,8.6333419666753,0,0,0,8.72981230903536,0,17.7352132659395,8.93734918223255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110002,"Ariquemes",91,22,10,10,3,18,15,9,15,9,9,4,2,3,26.0105697497074,11.6901638960978,11.0677011277987,3.27618215572786,19.4076358264957,15.3783063358622,9.06545256753762,14.8444303697253,8.75963559915907,8.61730546432914,3.76761359354985,1.85420394389179,2.73915068067894,28,5,0,0,0,0,2,0,1,11,1,4,3,0,1,0,0,0,0,4.27816637789044,0,2.00328538803638,21.6693260839588,1.93926230461932,7.63766898342626,5.64196114569424,0,1.82658410506512,31,0,0,0,1,0,1,4,3,4,8,5,1,2,2,0,0,2.23164472216023,0,2.17400756554633,8.25661561326012,6.07779578606159,7.95465844685294,15.6317167532924,9.60264264725653,1.88697046891216,3.71085052694077,3.65123411713159,4,2,0,0,1,0,0,0,0,0,1,0,0,0
110003,"Cabixi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.1850833476542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.4560053529609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110004,"Cacoal",42,4,1,7,7,8,4,5,9,15,17,9,4,3,5.11097197909612,1.27105179536066,8.90879934838496,8.86536050355248,10.0844573301399,4.87596757481563,6.05363520794237,10.8219902842576,17.9190060924621,20.1763651684726,10.6115807718156,4.68609051183824,3.49271768362963,50,3,2,0,1,3,2,0,3,6,8,9,6,4,3,5.11456628477905,0,2.55597587158777,7.63028715313986,5.06290661468749,0,7.33532202063671,14.5907300228588,19.3610842207164,21.6768226595053,14.3798681845416,9.54039163307654,7.12216893784721,31,1,0,0,1,2,2,2,2,3,7,8,3,0,0,0,0,2.53485424588086,5.04515412945865,5.02171893439124,4.83781234125928,4.79650814207257,7.13572142143571,16.5133286152394,18.7187046656371,6.96249535833643,0,0,6,2,1,1,0,0,0,0,1,0,0,0,1,0
110005,"Cerejeiras",5,0,2,2,2,1,1,0,1,1,1,0,0,0,0,12.0286281349612,11.7446708555993,11.8070724363894,5.93401376691194,5.86166471277843,0,5.94883997620464,5.9919707591827,6.03609585320215,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.8175372252423,0,0,11.9574315437044,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11.8976799524093,11.9645848289064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110006,"Colorado do Oeste",10,0,0,1,1,0,1,2,4,0,1,0,2,0,0,0,5.37894680221613,5.45315737812193,0,5.56018904642758,11.3436560603483,23.1615518239722,0,6.03172688340672,0,12.5928724342022,0,7,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,11.1074086415639,0,34.8108609886284,0,0,0,12.6614332742466,0,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,10.7979699816435,0,0,0,0,11.5580212667591,0,12.013455069678,0,12.5250501002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110007,"Corumbiara",1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,11.3856313332574,11.5540150202195,11.7233294255569,0,0,12.3502531801902,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.8579234972678,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,24.5579567779961,24.919013207077,0,0,0,26.4690312334569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110008,"Costa Marques",2,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,6.28298567479266,18.2770805410016,0,11.5147676895619,0,5.45523975778735,0,5,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,11.9203719156038,34.6660503813266,0,10.9170305676856,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.1817517358996,0,11.5366866635902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110009,"Espigão D'Oeste",1,0,0,1,0,2,0,1,0,1,1,1,3,0,0,0,3.48080336941766,0,6.85189626229059,0,3.25573823864561,0,3.1862354628007,3.15328098886892,3.1204168876962,9.26669549638599,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,6.2629172668629,6.20655412115194,12.3039064903107,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.96961248954558,0,0,0,6.42714827431069,0,0,6.20385880017371,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
110010,"Guajará-Mirim",39,8,4,3,3,4,4,8,4,0,6,11,7,0,19.7331096914235,9.8135426889107,7.20184367198003,7.15409929889827,9.47822378086347,9.13346272405526,18.1011856276586,8.96800663632491,0,13.2202269472293,24.0263853395365,15.1600467795729,0,20,2,0,1,1,1,0,0,0,1,0,5,6,3,0,0,4.91038546525902,4.77395331073662,4.74203338391502,0,0,0,4.43990587399547,0,21.795989537925,25.9089731410312,12.8402670775552,0,19,1,0,0,1,0,1,0,3,3,0,1,5,4,0,0,0,4.82881838814042,0,4.76621705352462,0,13.7055141852072,13.5869565217391,0,4.45533526397862,22.0994475138122,17.5361683472161,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
110011,"Jaru",2,0,1,0,0,2,3,3,2,2,3,3,9,1,0,1.85370555740926,0,0,3.86361441128175,5.68860572273736,5.70613409415121,3.81606563632895,3.82760468498813,5.75882059354244,5.77667379123101,17.3829068083052,1.93723363037582,17,0,0,0,0,0,0,0,2,2,2,2,2,6,1,0,0,0,0,0,0,7.66753565404079,7.70831727433901,7.74713356058258,7.78634275480807,7.82595085302864,23.5932523298337,3.95350676049656,7,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,3.77073906485671,3.77486693594051,0,0,3.78673129354741,3.79118171133942,11.3877922866687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110012,"Ji-Paraná",44,12,18,8,17,11,12,10,9,18,22,27,17,6,10.8394229813833,16.2156318691218,6.86047508789984,14.4849739696497,9.31477153405819,9.79567847318025,8.09113858502169,7.21732157177225,14.312749479175,17.3466008547143,21.1090870710751,13.1814622118494,4.61506511087694,99,9,3,2,3,9,3,8,6,4,11,11,17,9,4,5.48666739822232,3.65250105009405,5.18815716657443,15.4644489501357,5.12312578981523,13.1891321551042,9.81418476838524,6.49055624066983,17.716789073573,17.5867747453915,26.9828420868848,14.180597790978,6.25889937254534,69,5,0,1,0,7,6,3,4,5,7,11,10,8,2,0,1.77787259764965,0,11.8313191920899,10.0782745993886,4.85067990363316,6.40450877417702,7.92744799594115,10.9934981311053,17.1128984582834,15.407370886232,12.2133675307624,3.02571860816944,11,5,0,0,0,0,0,0,2,1,1,2,0,0
110013,"Machadinho D'Oeste",1,0,0,0,0,1,1,1,3,4,6,1,2,1,0,0,0,0,3.08613399993828,2.89485873089393,2.81999943600011,8.24289050693777,10.7270240553514,15.7129762995941,2.55774100314602,5.00112525318197,2.44696209655712,13,1,0,0,0,0,0,0,0,2,2,4,1,2,1,0,0,0,0,0,0,0,10.4624398409709,10.2380342974149,20.0420883856098,4.90749374294548,9.61677164975718,4.71475719000472,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5.78737195439551,11.2650670271488,10.9727327590937,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110014,"Nova Brasilândia D'Oeste",0,0,2,1,2,2,2,1,1,2,0,0,2,0,0,11.3051834266011,5.03169970816142,10.058844238797,10.054798652657,9.81306118443649,4.90268176692651,4.89883897516289,9.7904836498923,0,0,9.76848686138517,0,6,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,9.49667616334283,9.51474785918173,9.53652489032996,9.55292319449752,0,0,19.2122958693564,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0401606425703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110015,"Ouro Preto do Oeste",6,0,0,1,0,1,4,7,1,1,3,1,4,1,0,0,2.63657456232862,0,2.66794728136172,10.5565965532712,18.6274248915618,2.6837712353399,2.70592055417253,8.18553888130969,2.75178866263071,11.1003191341751,2.79822033186893,7,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,5.34816557920633,0,5.41184110834506,0,0,5.50964187327824,0,11.258725512272,0,5.75506445672192,5.81902822228688,7,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,5.20210164906622,0,5.26288090100521,5.2949274594938,5.32878610252585,16.0780320488772,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110018,"Pimenta Bueno",12,1,2,2,3,1,7,6,12,6,4,8,2,1,2.95831730911458,5.88546877758814,5.91331086275206,8.82846296459786,2.92954445583712,19.8390205192155,16.8937943462102,33.5645558290445,16.6768580799377,11.0485029278533,21.9575122138662,5.45553737043099,2.71142322605135,28,0,0,1,0,2,1,0,3,7,2,4,7,0,1,0,5.90493061706525,0,11.6801962272966,5.81530588508956,0,16.8142584912005,39.0146026084049,11.0889332446219,22.0640961994594,38.4193194291987,0,5.43242068665798,14,2,0,0,0,0,0,0,0,5,4,0,1,2,0,0,0,0,0,0,0,0,28.0741156653565,22.2940586333742,0,5.49028220050511,10.9027474923681,0,4,1,0,0,0,0,0,2,0,0,0,0,1,0
110020,"Porto Velho",300,66,48,77,104,90,90,85,83,93,87,97,53,27,17.4057059068636,12.5187455173763,17.9685294042149,23.8678820926625,20.3297485210108,19.2084824658569,17.7521219006884,16.9639791363495,18.626337641425,17.0814983811844,18.6706856761194,10.0086111824513,5.00598864567612,487,46,9,19,23,34,33,38,32,47,63,43,56,28,16,4.81925130253653,10.0757804752587,10.5689786690439,15.3652871049088,14.6785399745572,15.8679784195494,13.0545639979602,18.735400339629,24.5690663754777,16.4142811880886,20.9273819845137,10.2520916097615,5.74438217374602,331,20,7,8,11,28,25,23,23,36,30,43,41,25,11,3.63759191415283,4.10563806747616,5.21551948944806,13.0564130303002,11.4740479982376,10.0407304413119,9.84205639070396,15.1000377500944,12.3521346547373,17.3838516146768,16.2737805579922,9.74928732709639,4.21745181561301,136,24,8,6,3,9,17,8,7,17,11,10,11,5
110025,"Presidente Médici",1,1,0,0,0,2,3,2,0,1,0,2,0,0,4.3675751222921,0,0,0,9.2127688976922,13.9120756816917,9.46521533364884,0,4.93485984998026,0,10.3044979133392,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,18.3975715205593,0,0,9.85512959495417,0,10.3252452245741,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,9.33532486930545,9.35191246609932,0,0,0,0,10.2838338132456,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
110026,"Rio Crespo",0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,28.4414106939704,56.2271577171774,0,0,0,0,53.134962805526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.3083632632119,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,60.1322910402886,0,0,0,0,0,55.0964187327824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110028,"Rolim de Moura",15,0,1,3,2,7,5,8,12,3,4,3,1,0,0,1.98031566231657,5.92323487600695,3.92935028193088,13.6873802354229,9.45340417084192,15.0217815832958,22.3767878121096,5.55730507752441,7.36105999263894,5.48426017330262,1.81626648261833,0,20,0,0,1,1,0,1,1,1,9,2,1,3,0,0,0,3.9641639578213,3.97298371076679,0,3.93437463115238,3.82409177820268,3.80560946835636,34.0754202635166,7.53778313797912,3.7516413430876,11.1998805346076,0,0,12,0,0,0,1,0,1,0,2,3,1,3,0,1,0,0,0,3.92495486301908,0,3.88726919339164,0,7.41317320879202,11.023332720926,3.64298724954463,10.8361928842333,0,3.55252406835056,0,6,1,0,1,0,0,0,0,3,0,1,0,0,0
110029,"Santa Luzia D'Oeste",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.6963311584127,0,0,0,0,0,0,0,0,0,15.3964588144727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.4506699147381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110030,"Vilhena",61,3,12,4,7,11,20,19,19,15,17,12,6,5,4.3856443242453,17.1757364096986,5.24920605758379,8.98161335437597,13.8163183279743,23.474729453743,21.6731686172518,21.0694404400186,16.2013285089377,17.8956787199326,12.3142599129792,6.00877280830012,4.89184138693487,88,14,1,3,2,3,4,7,5,13,8,11,9,4,4,2.96155896463899,8.7097898037394,5.29352601768038,7.76337240897446,10.1329955668144,16.5786419723847,11.5146351012136,29.1192545470836,17.4630547248477,23.4142188165177,18.6803379065568,8.10750552323814,7.92408724420056,42,5,0,0,0,0,2,5,5,6,7,6,3,2,1,0,0,0,0,4.98243690989263,11.6346713205352,11.3012227923061,13.1769666622743,14.9655791679138,12.4960949703218,6.08902149424587,3.95906328562662,1.93303951132761,5,0,0,0,0,1,2,0,0,1,1,0,0,0
110032,"São Miguel do Guaporé",5,0,0,0,1,0,5,2,2,2,0,1,0,0,0,0,0,4.57059280588692,0,22.1680336954112,8.83743537625381,8.807468733486,8.77886050390659,0,4.36090881339671,0,0,5,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,8.58590194899974,0,17.1350239890336,8.55871276959945,0,8.5404389785635,0,0,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.11493938565308,0,9.01063254640476,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
110033,"Nova Mamoré",4,0,0,1,0,0,1,1,2,1,2,2,3,0,0,0,4.43537656347024,0,0,3.91374114516066,3.7881657701341,7.3364880231833,3.56023924807747,6.91682517724365,6.72110763853883,9.80937121930484,0,9,1,0,0,1,0,0,0,0,1,0,1,2,3,0,0,0,8.52151682999574,0,0,0,0,7.10681543600313,0,6.72494956287828,13.0958617077004,19.1424196018377,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.58150113722517,7.34430082256169,7.11997152011392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110034,"Alvorada D'Oeste",4,1,0,0,3,0,2,0,0,1,0,1,0,0,5.87924040214004,0,0,18.0451127819549,0,12.2639195486878,0,0,6.51380927566441,0,6.79255535932618,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.7779197546639,0,13.3671968988103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5817815802718,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110037,"Alto Alegre dos Parecis",2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,8.42105263157895,0,0,7.79241019247253,0,0,0,0,7.56830394308636,0,7.55229967525111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.6972369194591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.4679040989946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110040,"Alto Paraíso",1,1,0,1,1,1,0,0,1,0,2,5,2,2,5.82445104548896,0,5.83600817041144,5.73263013070397,5.6363431405704,0,0,5.07485409794468,0,9.72620726547683,23.8106576503643,9.33358222885944,9.15457499885568,5,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,10.7043459644616,0,0,0,0,9.44376239493814,9.2781592132121,18.2248952068526,0,9,0,0,0,0,1,0,0,0,1,0,1,4,0,2,0,0,0,12.1124031007752,0,0,0,10.5362975450427,0,10.0260677762182,39.1351139810195,0,18.7038249321986,2,1,0,0,0,0,0,0,0,0,1,0,0,0
110045,"Buritis",4,2,3,0,1,2,4,2,0,5,5,2,0,1,5.90336196463886,8.64727754878506,0,3.03960606705371,5.98856184687247,11.3356193499022,5.55200843905283,0,13.3376013657704,13.0869496937654,5.13650255541002,0,2.47794627812469,12,0,0,0,0,1,1,1,0,0,5,2,2,0,0,0,0,0,5.8799317927912,5.79240037071362,5.54785020804438,0,0,26.439638305748,10.4215517690584,10.270631130283,0,0,8,2,0,1,0,0,0,1,0,0,0,3,0,0,1,0,6.10090903544628,0,0,0,5.79307148650214,0,0,0,15.7770181435709,0,0,4.91690431704199,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110050,"Novo Horizonte do Oeste",3,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,10.1667344448963,10.3971719692244,0,32.6726203441516,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,20.1005025125628,0,42.256496936404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.4769611148573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110060,"Cacaulândia",0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,17.3490631505899,0,0,0,16.4744645799012,16.366612111293,0,16.1550888529887,16.0513643659711,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32.1027287319422,32,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33.4896182183523,33.1564986737401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110070,"Campo Novo de Rondônia",0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,7.89577575996842,0,7.78391842453491,0,7.41729713692331,7.3437614746273,0,7.20616848021907,7.13826825612107,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13.883104262113,0,13.6798905608755,13.5832654170062,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.7168171180207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110080,"Candeias do Jamari",15,2,2,3,3,3,4,1,7,9,2,6,4,1,11.6638479034233,11.397959765202,15.1676020021235,14.7841513897102,14.4320969836917,17.8810907465355,4.32937916702745,29.3636478040186,36.6613711352805,7.91765637371338,23.0920217065004,14.9852021129135,3.65123411713159,24,1,0,0,0,2,0,1,1,6,5,0,4,4,0,0,0,0,18.8928773852258,0,8.64154856550294,8.39419121967599,48.9196901752956,39.707750952986,0,30.188679245283,29.4550810014728,0,13,2,0,0,0,0,0,1,0,1,4,2,2,0,1,0,0,0,0,0,9.26097425449157,0,8.6400552963539,33.4532073262524,16.2061421278665,15.7072174664258,0,7.4150971377725,4,1,0,0,0,0,0,1,1,0,0,0,0,1
110090,"Castanheiras",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.7438919229664,0,29.4985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110092,"Chupinguaia",0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,10.6598443662723,10.3263114415531,0,0,0,9.18611060077163,8.94294401717045,8.71687587168759,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20.3045685279188,0,0,0,0,17.7935943060498,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18.4094256259205,17.8858880343409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110094,"Cujubim",1,2,0,1,1,0,0,1,1,1,0,1,0,0,14.1622999575131,0,6.30755645263025,6.03500301750151,0,0,4.94878012569902,4.7083196007345,4.49883030412093,0,4.12779658218443,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.60289057123193,0,7.94407372100413,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10.4471374843293,9.90982063224656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110100,"Governador Jorge Teixeira",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11.8623962040332,12.3533045089561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.3249817562637,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.1604252234839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110110,"Itapuã do Oeste",1,0,0,2,0,0,2,0,0,1,0,1,0,1,0,0,23.3481204763017,0,0,21.4500214500214,0,0,10.1050929668553,0,9.73520249221184,0,9.3976130062964,5,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,21.9058050383352,0,0,20.2142712755205,0,0,19.1570881226054,0,18.5322461082283,0,17.9629962277708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110120,"Ministro Andreazza",1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,9.92851469420175,0,0,20.4876049989756,20.703933747412,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,40.8997955010225,20.7296849087894,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20.0682319887618,0,0,0,20.6782464846981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110130,"Mirante da Serra",0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,8.09061488673139,0,0,0,8.50701829008932,0,0,0,0,18.0505415162455,0,9.24385283786282,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.018018018018,0,18.5391175380052,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.0299727520436,0,0,0,0,0,0,0,0,18.0831826401447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110140,"Monte Negro",4,1,1,1,1,0,2,2,4,0,0,4,2,1,7.86782061369001,7.87091696182605,7.09672840820382,7.0402703463813,0,13.430029546065,13.2855055134848,26.2846628991983,0,0,25.4858235106722,12.6167045167802,6.24726682076591,5,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,37.9170879676441,0,0,12.3426314490249,12.2458976242959,0,7,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,13.8773244518457,13.6873802354229,0,0,39.5100750691426,13.0106687483737,12.853470437018,2,0,1,0,1,0,0,0,0,0,0,0,0,0
110143,"Nova União",0,1,0,2,0,0,1,0,0,0,0,0,0,0,12.5344697919278,0,26.6915788068864,0,0,13.4462821029985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.6286859433152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110145,"Parecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110146,"Pimenteiras do Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
