"Código","Nome Município","Hepatite A 1999-2007","Hepatite A 2008","Hepatite A 2009","Hepatite A 2010","Hepatite A 2011","Hepatite A 2012","Hepatite A 2013","Hepatite A 2014","Hepatite A 2015","Hepatite A 2016","Hepatite A 2017","Hepatite A 2018","Hepatite A 2019","Hepatite A 2020","Tx Det Hep A 2008","Tx Det Hep A 2009","Tx Det Hep A 2010","Tx Det Hep A 2011","Tx Det Hep A 2012","Tx Det Hep A 2013","Tx Det Hep A 2014","Tx Det Hep A 2015","Tx Det Hep A 2016","Tx Det Hep A 2017","Tx Det Hep A 2018","Tx Det Hep A 2019","Tx Det Hep A 2020","Hep A M Total","Hep A M 1999-2007","Hep A M 2008","Hep A M 2009","Hep A M 2010","Hep A M 2011","Hep A M 2012","Hep A M 2013","Hep A M 2014","Hep A M 2015","Hep A M 2016","Hep A M 2017","Hep A M 2018","Hep A M 2019","Hep A M 2020","Tx Det M Hep A M 2008","Tx Det M Hep A M 2009","Tx Det M Hep A M 2010","Tx Det M Hep A M 2011","Tx Det M Hep A M 2012","Tx Det M Hep A M 2013","Tx Det M Hep A M 2014","Tx Det M Hep A M 2015","Tx Det M Hep A M 2016","Tx Det M Hep A M 2017","Tx Det M Hep A M 2018","Tx Det M Hep A M 2019","Tx Det M Hep A M 2020","Hep A F Total","Hep A F 1999-2007","Hep A F 2008","Hep A F 2009","Hep A F 2010","Hep A F 2011","Hep A F 2012","Hep A F 2013","Hep A F 2014","Hep A F 2015","Hep A F 2016","Hep A F 2017","Hep A F 2018","Hep A F 2019","Hep A F 2020","Tx Det F Hep A F 2008","Tx Det F Hep A F 2009","Tx Det F Hep A F 2010","Tx Det F Hep A F 2011","Tx Det F Hep A F 2012","Tx Det F Hep A F 2013","Tx Det F Hep A F 2014","Tx Det F Hep A F 2015","Tx Det F Hep A F 2016","Tx Det F Hep A F 2017","Tx Det F Hep A F 2018","Tx Det F Hep A F 2019","Tx Det F Hep A F 2020","Óbitos A Total","Óbitos A 2000-2007","Óbitos A 2008","Óbitos A 2009","Óbitos A 2010","Óbitos A 2011","Óbitos A 2012","Óbitos A 2013","Óbitos A 2014","Óbitos A 2015","Óbitos A 2016","Óbitos A 2017","Óbitos A 2018","Óbitos A 2019"
110001,"Alta Floresta D'Oeste",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.09970482125287,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.52079072937969,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110002,"Ariquemes",81,2,2,4,1,2,0,1,2,0,0,0,1,0,2.3645972499734,2.33803277921956,4.4270804511195,1.09206071857595,2.15640398072175,0,1.00727250750418,1.97925738263004,0,0,0,0.927101971945895,0,44,37,2,2,0,0,1,0,0,2,0,0,0,0,0,4.71220224772047,4.66766243465273,0,0,2.13908318894522,0,0,3.93987746981069,0,0,0,0,0,52,44,0,0,4,1,1,0,1,0,0,0,0,1,0,0,0,8.92657888864093,2.20206112921695,2.17400756554633,0,2.0259319286872,0,0,0,0,1.85542526347039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110003,"Cabixi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110004,"Cacoal",61,10,2,0,3,2,1,0,2,0,0,0,1,0,12.7774299477403,2.54210359072132,0,3.7994402158082,2.52111433253498,1.21899189370391,0,2.40488672983502,0,0,0,1.17152262795956,0,44,31,5,2,0,2,1,1,0,2,0,0,0,0,0,12.7864157119476,5.09606074504408,0,5.08685810209324,2.53145330734375,2.45736472207205,0,4.86357667428627,0,0,0,0,0,38,30,5,0,0,1,1,0,0,0,0,0,0,1,0,12.7684568043106,0,0,2.52257706472933,2.51085946719562,0,0,0,0,0,0,2.30244980659422,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110005,"Cerejeiras",6,3,1,4,2,0,0,0,1,0,0,0,0,0,17.8741658722593,6.0143140674806,23.4893417111985,11.8070724363894,0,0,0,5.94883997620464,0,0,0,0,0,10,4,1,0,2,2,0,0,0,1,0,0,0,0,0,11.7495006462225,0,23.3890773009005,23.5211101964013,0,0,0,11.9574315437044,0,0,0,0,0,7,2,2,1,2,0,0,0,0,0,0,0,0,0,0,24.1750271969056,12.1995852141027,23.5904694503421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110006,"Colorado do Oeste",6,1,0,0,0,0,0,0,0,0,0,0,0,0,5.48967940272288,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10.9325461900077,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110007,"Corumbiara",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110008,"Costa Marques",2,6,4,0,0,0,0,0,0,0,0,0,0,0,42.9399556287125,27.6797453463428,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,26.048450117218,12.5423303649818,0,0,0,0,0,0,0,0,0,0,0,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,63.5424940428912,46.3105896881754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110009,"Espigão D'Oeste",17,2,2,0,0,1,0,0,1,0,0,0,0,0,6.98885277981619,6.9230502959604,0,0,3.42594813114529,0,0,3.21988601603503,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6.79671039217019,0,0,0,0,0,0,0,0,0,0,0,0,15,10,1,2,0,0,1,0,0,1,0,0,0,0,0,7.1921749136939,14.2348754448399,0,0,6.96961248954558,0,0,6.50575759547199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010,"Guajará-Mirim",92,7,3,10,16,0,43,6,2,0,1,0,0,1,17.2664709799956,7.36015701668302,24.0061455732668,38.1551962607908,0,98.184724283594,13.575889220744,4.48400331816246,0,2.20337115787154,0,0,2.14795085488444,79,40,2,1,4,8,0,17,5,1,0,0,0,0,1,9.87069390978186,4.91038546525902,19.0958132429465,37.9362670713202,0,76.9578995020371,22.4144887255122,4.43990587399547,0,0,0,0,4.24376167034459,102,52,5,2,6,8,0,26,1,1,0,1,0,0,0,24.6560481286059,9.80632507967639,28.9729103288425,38.3766669864722,0,119.788067265607,4.56850472840239,4.52898550724638,0,4.45533526397862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110011,"Jaru",6,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,3.82760468498813,5.75882059354244,3.85111586082067,0,1.93723363037582,8,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,7.78634275480807,7.82595085302864,0,3.95350676049656,6,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7.5654410652141,3.78673129354741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110012,"Ji-Paraná",29,1,2,3,0,1,0,0,0,2,0,0,0,0,0.903285248448608,1.80173687434687,2.57267815796244,0,0.846797412187108,0,0,0,1.59030549768611,0,0,0,0,16,13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.82625052504703,1.72938572219148,0,1.70770859660508,0,0,0,0,0,0,0,0,22,16,1,1,2,0,0,0,0,0,2,0,0,0,0,1.78479001945421,1.77787259764965,3.40217058483312,0,0,0,0,0,3.14099946603009,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110013,"Machadinho D'Oeste",5,2,0,3,3,1,0,0,0,0,0,0,0,0,6.20848078475197,0,9.63545848723302,9.43989930774072,3.08613399993828,0,0,0,0,0,0,0,0,8,2,1,0,1,3,1,0,0,0,0,0,0,0,0,5.76236026276363,0,6.04741170778907,17.7746178457163,5.81023763871942,0,0,0,0,0,0,0,0,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,6.72947510094213,0,13.6995684635934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110014,"Nova Brasilândia D'Oeste",4,6,1,3,0,0,0,0,0,0,0,0,0,0,33.9885571857475,5.65259171330055,15.0950991244843,0,0,0,0,0,0,0,0,0,0,11,4,4,1,2,0,0,0,0,0,0,0,0,0,0,42.5758382118148,10.6224771616741,19.3348801237432,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,24.2189392104626,0,10.4931794333683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110015,"Ouro Preto do Oeste",13,1,0,1,1,0,0,0,0,0,2,0,1,0,2.69236982391901,0,2.63657456232862,2.65237918412816,0,0,0,0,0,5.45702592087312,0,2.77507978354378,0,11,7,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5.37952552584862,0,0,0,0,0,11.258725512272,0,5.75506445672192,0,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0,5.39752793220705,0,5.20020800832033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110018,"Pimenta Bueno",59,1,0,0,1,2,1,0,0,0,0,0,2,0,2.95831730911458,0,0,2.94282098819929,5.85908891167423,2.83414578845936,0,0,0,0,0,5.45553737043099,0,39,35,1,0,0,1,1,1,0,0,0,0,0,0,0,5.92557478075373,0,0,5.84009811364831,5.81530588508956,5.63507269243773,0,0,0,0,0,0,0,27,24,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5.9035362181947,0,0,0,0,0,0,10.9027474923681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110020,"Porto Velho",339,96,70,26,54,13,6,111,38,15,2,23,9,3,25.3173904099835,18.2565038795071,6.06729564298166,12.3929387788824,2.93651923081267,1.28056549772379,23.1821827173695,7.76664105037689,3.00424800668145,0.392678123705389,4.42706979949223,1.69957548381249,0.556220960630681,391,164,42,37,12,26,7,4,46,22,10,1,14,5,1,22.4898394118372,19.6212567149774,5.51424974037074,11.7499254331655,3.11362969157274,1.6703135178473,18.7659357470678,8.76976186110292,3.89985180563139,0.381727469490432,5.23184549612843,1.83073064460026,0.359023885859126,414,175,54,33,14,28,6,2,65,16,5,1,9,4,2,28.0614233377504,16.9357570283392,6.63793389566116,13.0564130303002,2.75377151957702,0.87310699489669,27.8145071911199,6.71112788893083,2.05868910912287,0.404275618945973,3.5722932932178,1.55988597233542,0.766809421020547,3,0,1,0,1,0,0,0,0,1,0,0,0,0
110025,"Presidente Médici",3,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3675751222921,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.62068965517241,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110026,"Rio Crespo",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.3951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110028,"Rolim de Moura",11,0,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,3.92935028193088,3.9106800672637,0,0,0,1.85243502584147,0,1.82808672443421,1.81626648261833,0,10,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3.95397572258906,3.93437463115238,0,0,0,0,0,3.73329351153588,0,0,8,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3.90502967822555,3.88726919339164,0,0,0,3.64298724954463,0,0,3.55252406835056,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110029,"Santa Luzia D'Oeste",3,1,0,0,0,0,0,0,0,0,0,0,0,0,10.4536901526239,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21.7013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110030,"Vilhena",172,3,0,20,8,0,1,1,0,1,0,0,0,0,4.3856443242453,0,26.2460302879189,10.2647009764297,0,1.17373647268715,1.14069308511852,0,1.08008856726252,0,0,0,0,109,87,1,0,14,4,0,1,1,0,1,0,0,0,0,2.96155896463899,0,37.0546821237626,10.3511632119659,0,2.36837742462639,2.30292702024273,0,2.18288184060597,0,0,0,0,97,85,2,0,6,4,0,0,0,0,0,0,0,0,0,5.77383873668408,0,15.6168662155128,10.1796711966204,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110032,"São Miguel do Guaporé",35,1,0,0,0,0,0,0,0,0,0,0,0,0,4.29497916935103,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,9.01550667147494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110033,"Nova Mamoré",7,0,2,1,0,0,2,0,4,0,0,0,1,0,0,8.9521507542187,4.43537656347024,0,0,7.82748229032132,0,14.6729760463666,0,0,0,3.26979040643495,0,13,6,0,1,1,0,0,2,0,2,0,0,0,1,0,0,8.35561497326203,8.52151682999574,0,0,15.1171579743008,0,14.2136308720063,0,0,0,6.38080653394589,0,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,9.64041260965969,0,0,0,0,0,15.1630022744503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110034,"Alvorada D'Oeste",4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,36.0902255639098,0,6.13195977434388,0,0,0,0,0,0,0,6,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,35.0508236943568,0,11.9617224880383,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37.1931564592115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110037,"Alto Alegre dos Parecis",1,1,0,1,0,1,0,0,0,0,0,0,0,0,8.35980605249958,0,7.80274656679151,0,7.79241019247253,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.8389968838107,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17.9115171054988,0,0,0,16.4257555847569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110040,"Alto Paraíso",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.07485409794468,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.5362975450427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110045,"Buritis",7,0,1,3,0,1,1,0,1,0,0,0,0,0,0,2.88242584959502,9.26412006299602,0,2.99428092343624,2.83390483747556,0,2.71953441570803,0,0,0,0,0,9,4,0,1,2,0,1,1,0,0,0,0,0,0,0,0,5.46388372855426,11.9467176393286,0,5.79240037071362,5.54785020804438,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.39304436772791,0,0,0,0,5.51389501543891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110050,"Novo Horizonte do Oeste",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110060,"Cacaulândia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110070,"Campo Novo de Rondônia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110080,"Candeias do Jamari",20,4,0,0,2,1,0,0,2,0,1,2,0,0,23.3276958068467,0,0,9.85610092647349,4.81069899456391,0,0,8.38961365829104,0,3.95882818685669,7.69734056883347,0,0,20,11,2,0,0,2,0,0,0,2,0,1,2,0,0,21.953896816685,0,0,18.8928773852258,0,0,0,16.3065633917652,0,7.74053719328121,15.0943396226415,0,0,12,9,2,0,0,0,1,0,0,0,0,0,0,0,0,24.8849073037203,0,0,0,10.0583383625025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110090,"Castanheiras",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110092,"Chupinguaia",7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,11.7439812096301,0,0,0,10.0070049034324,9.71911750413062,0,9.18611060077163,0,0,7,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19.1791331031837,18.7020759304283,0,17.7935943060498,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0752256770311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110094,"Cujubim",1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.08114997875655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0395097144347,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110100,"Governador Jorge Teixeira",1,1,0,0,1,0,1,2,0,0,0,0,0,0,8.47960654625626,0,0,9.73520249221184,0,10.2364622786365,21.2066588908917,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,15.6445556946183,0,0,0,0,19.8412698412698,20.631318341242,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20.2963263649279,0,0,21.8150087260035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110110,"Itapuã do Oeste",1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,12.1506682867558,23.3481204763017,34.4827586206897,11.3250283125708,0,10.5097214923805,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23.5904694503421,21.9058050383352,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,24.9937515621095,73.8188976377953,24.2483026188167,0,22.3363859727496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110120,"Ministro Andreazza",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.65996908809892,0,0,0,0,0,10.0310963988364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.9163513244374,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.8098256735341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110130,"Mirante da Serra",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110140,"Monte Negro",1,2,2,0,0,0,0,0,0,1,1,0,0,0,15.73564122738,15.7418339236521,0,0,0,0,0,0,6.50364203954214,6.43749195313506,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,15.0375939849624,0,0,0,0,0,0,12.5376128385155,12.4470998257406,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,33.085194375517,16.5152766308836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110143,"Nova União",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.4462821029985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.8184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110145,"Parecis",7,1,0,0,0,0,0,0,0,0,0,0,0,0,21.2947189097104,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44.8229493500672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110146,"Pimenteiras do Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110147,"Primavera de Rondônia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110148,"São Felipe D'Oeste",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.4794616325817,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.4609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110149,"São Francisco do Guaporé",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,12.2391530506089,0,0,0,0,5.26759376316898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.6631677163518,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12.8749839062701,0,0,0,0,10.7839965491211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110150,"Seringueiras",2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,32.9978551394159,0,0,0,0,0,0,0,0,0,16.8690958164642,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31.4415972331394,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,34.7161951050165,0,0,0,0,0,0,0,0,0,34.2172797262618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110155,"Teixeirópolis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110160,"Theobroma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110170,"Urupá",1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.01667468334135,8.15261699005381,8.28706389326262,8.42601954836535,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.215339711367,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16.490765171504,16.7224080267559,0,17.1909919202338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110175,"Vale do Anari",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10.6564364876385,21.0282830406897,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0843542880096,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44.7727781508843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110180,"Vale do Paraíso",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26.5922084829145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.2123197903014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.9832703723691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
